frame_num,track_id,x,y,color
59,15,61.92,395.81,B
59,16,95.87,343.18,B
59,23,113.29,81.65,A
59,31,70.35,25.59,A
59,2,124.95,404.91,B
60,1,304.3,469.36,A
60,3,247.45,306.76,A
60,8,84.57,161.25,B
60,7,130.6,413.08,A
60,4,131.03,367.96,B
60,10,66.58,70.15,B
60,11,78.22,307.14,B
60,6,53.49,360.15,B
60,13,73.63,353.54,B
60,19,326.41,152.41,A
60,12,128.71,374.04,B
60,5,134.81,123.85,A
60,15,63.48,398.24,B
60,9,77.28,385.05,B
60,16,95.38,343.29,B
60,24,112.98,81.58,A
60,2,124.09,405.01,B
60,35,87.66,332.19,A
60,31,69.76,20.74,A
61,1,303.94,468.95,A
61,3,248.3,307.0,A
61,8,87.05,162.03,B
61,7,129.66,412.98,A
61,10,73.68,82.44,B
61,4,130.36,368.3,B
61,12,130.59,378.06,B
61,19,325.19,153.32,A
61,6,55.09,362.35,B
61,11,76.43,303.08,B
61,13,73.39,352.64,B
61,15,63.7,398.81,B
61,5,135.14,123.97,A
61,9,77.38,384.89,B
61,16,98.34,347.98,B
61,24,111.4,77.94,A
61,2,123.97,406.53,B
62,1,304.12,469.05,A
62,3,249.52,307.09,A
62,7,129.69,413.62,A
62,8,87.7,160.97,B
62,4,129.13,367.71,B
62,10,75.84,86.48,B
62,15,64.92,399.48,B
62,12,132.82,383.54,B
62,19,324.77,153.76,A
62,6,56.74,365.01,B
62,13,74.17,352.77,B
62,11,78.16,303.7,B
62,5,135.49,124.19,A
62,16,94.31,341.46,B
62,9,77.73,384.57,B
62,24,109.5,75.18,A
62,2,123.1,406.06,B
62,31,72.4,20.9,A
63,1,304.04,469.04,A
63,3,249.49,307.1,A
63,7,129.65,413.65,A
63,8,87.74,161.05,B
63,4,129.12,367.78,B
63,10,75.76,86.34,B
63,15,64.85,399.46,B
63,12,132.81,383.6,B
63,19,324.76,153.72,A
63,6,56.71,365.03,B
63,13,74.17,352.85,B
63,11,78.14,303.71,B
63,5,135.51,124.21,A
63,16,94.3,341.46,B
63,9,77.69,384.58,B
63,24,109.37,74.88,A
63,2,123.14,406.13,B
63,31,72.31,20.73,A
64,1,304.4,469.29,A
64,3,250.4,305.99,A
64,8,88.96,160.22,B
64,15,67.3,401.23,B
64,4,128.35,367.95,B
64,7,130.01,414.53,A
64,19,324.62,153.86,A
64,10,76.41,86.63,B
64,6,57.68,365.65,B
64,13,74.87,352.94,B
64,11,79.51,303.15,B
64,16,95.26,341.58,B
64,5,135.74,123.34,A
64,12,131.91,384.36,B
64,9,77.77,383.97,B
64,23,109.46,75.53,A
64,2,120.87,404.73,B
65,1,304.28,468.49,A
65,3,251.09,303.87,A
65,7,129.86,414.26,A
65,8,89.97,159.65,B
65,15,69.71,403.55,B
65,19,322.84,152.83,A
65,6,56.73,364.32,B
65,10,78.11,89.4,B
65,11,81.5,304.02,B
65,13,75.02,352.37,B
65,4,128.61,368.99,B
65,5,136.65,125.33,A
65,16,96.79,341.22,B
65,9,78.9,384.76,B
65,12,129.48,385.55,B
65,2,119.74,404.42,B
65,23,117.44,90.51,A
66,1,305.01,469.82,A
66,8,91.09,159.71,B
66,3,251.91,303.35,A
66,15,72.14,405.53,B
66,19,323.26,151.29,A
66,6,57.79,364.96,B
66,7,130.21,415.49,A
66,10,78.76,90.03,B
66,13,74.97,351.77,B
66,11,83.91,305.79,B
66,4,124.87,370.83,B
66,5,135.02,121.04,A
66,16,92.24,333.73,B
66,9,80.35,385.73,B
66,12,127.99,387.46,B
66,23,120.97,96.87,A
66,2,116.93,402.92,B
67,1,305.81,471.18,A
67,8,93.13,159.06,B
67,3,252.8,303.08,A
67,15,72.41,405.34,B
67,19,322.57,152.33,A
67,7,130.68,417.48,A
67,6,58.58,365.38,B
67,10,80.02,91.04,B
67,13,74.59,351.75,B
67,11,84.53,305.11,B
67,4,123.73,373.07,B
67,5,135.51,120.42,A
67,9,80.96,386.48,B
67,16,95.19,335.57,B
67,12,127.02,387.72,B
67,2,116.63,403.38,B
67,23,121.06,95.94,A
68,1,306.24,471.46,A
68,8,95.46,159.08,B
68,3,252.67,299.97,A
68,19,322.49,152.79,A
68,11,86.98,306.16,B
68,15,72.88,406.99,B
68,10,80.59,91.37,B
68,13,73.93,351.56,B
68,6,58.7,365.86,B
68,7,130.64,419.22,A
68,4,122.81,374.0,B
68,9,81.53,388.0,B
68,5,137.02,120.34,A
68,16,90.38,329.11,B
68,12,126.9,389.96,B
68,2,117.67,406.53,B
68,23,123.22,100.18,A
68,31,84.25,16.36,A
69,1,306.34,471.63,A
69,8,95.41,159.03,B
69,3,252.68,300.02,A
69,19,322.49,152.74,A
69,11,87.08,306.14,B
69,15,73.01,406.88,B
69,10,80.36,91.03,B
69,13,74.05,351.52,B
69,6,58.96,365.94,B
69,7,130.75,419.21,A
69,4,122.89,373.97,B
69,9,81.69,387.97,B
69,5,136.94,120.32,A
69,16,90.52,329.19,B
69,12,126.97,389.92,B
69,2,117.74,406.46,B
69,23,123.06,100.03,A
69,31,84.15,16.27,A
70,1,306.47,471.35,A
70,3,252.74,295.95,A
70,8,97.95,157.38,B
70,19,322.72,153.23,A
70,15,73.07,405.3,B
70,11,88.54,303.63,B
70,10,80.13,88.21,B
70,7,131.05,418.96,A
70,4,121.24,373.28,B
70,13,74.6,350.48,B
70,6,61.0,366.52,B
70,9,82.05,386.34,B
70,5,138.27,117.46,A
70,12,124.27,387.74,B
70,16,92.27,329.34,B
70,2,116.2,404.19,B
70,23,122.51,98.24,A
70,31,87.81,18.51,A
71,1,306.43,471.71,A
71,19,322.84,154.56,A
71,3,252.56,292.75,A
71,8,100.16,157.92,B
71,11,88.54,302.91,B
71,15,72.95,405.89,B
71,10,80.69,89.31,B
71,4,123.18,383.72,B
71,13,75.11,350.54,B
71,6,63.27,369.88,B
71,7,130.08,419.17,A
71,5,140.71,117.26,A
71,16,93.42,330.6,B
71,9,81.97,386.81,B
71,31,93.67,26.93,A
71,23,120.23,94.67,A
71,2,114.14,403.61,B
71,12,120.05,385.59,B
72,1,306.6,472.79,A
72,19,322.52,154.49,A
72,3,253.15,292.21,A
72,11,89.29,302.91,B
72,15,73.44,406.31,B
72,12,122.88,389.79,B
72,8,102.05,156.81,B
72,10,84.1,94.43,B
72,6,66.74,373.96,B
72,13,75.34,349.24,B
72,4,101.74,341.97,B
72,5,140.71,116.1,A
72,7,130.73,420.48,A
72,31,94.04,23.0,A
72,23,121.15,97.53,A
72,16,96.77,334.13,B
72,2,114.15,405.36,B
72,9,82.78,387.31,B
73,1,305.74,471.77,A
73,3,254.0,292.32,A
73,19,321.75,156.13,A
73,11,90.17,301.52,B
73,8,102.09,155.7,B
73,10,86.52,96.94,B
73,15,73.39,405.35,B
73,6,66.33,372.54,B
73,12,120.93,386.37,B
73,13,73.49,344.85,B
73,4,105.09,344.76,B
73,5,143.35,120.18,A
73,7,129.66,418.32,A
73,31,92.87,18.57,A
73,16,94.8,326.28,B
73,23,122.79,100.84,A
73,9,83.02,385.76,B
73,2,115.73,406.25,B
74,1,305.75,471.91,A
74,3,253.74,290.15,A
74,19,321.47,156.66,A
74,8,100.8,153.96,B
74,11,91.5,301.12,B
74,10,87.75,99.14,B
74,15,74.81,406.96,B
74,6,65.92,372.31,B
74,4,104.51,344.22,B
74,13,73.64,344.07,B
74,12,117.52,384.28,B
74,5,143.91,121.59,A
74,7,130.18,419.3,A
74,31,95.81,18.97,A
74,2,112.7,403.01,B
74,16,95.77,326.56,B
74,23,123.74,104.3,A
74,9,83.14,386.04,B
75,1,305.72,471.85,A
75,3,253.72,290.12,A
75,19,321.47,156.7,A
75,8,100.73,153.83,B
75,11,91.42,301.05,B
75,10,87.77,99.18,B
75,15,74.83,406.98,B
75,6,66.02,372.42,B
75,4,104.52,344.26,B
75,13,73.52,343.9,B
75,12,117.61,384.41,B
75,5,143.97,121.71,A
75,7,130.17,419.3,A
75,31,95.95,19.24,A
75,2,112.8,403.1,B
75,16,95.6,326.29,B
75,9,83.07,385.97,B
75,23,123.74,104.26,A
76,1,305.85,471.79,A
76,3,254.51,289.05,A
76,8,101.95,154.19,B
76,19,320.02,156.71,A
76,11,93.34,301.36,B
76,6,66.15,373.17,B
76,15,76.41,409.18,B
76,10,88.51,98.64,B
76,4,105.94,345.92,B
76,13,77.02,347.22,B
76,12,114.22,381.68,B
76,7,130.76,419.69,A
76,5,145.22,122.81,A
76,2,112.01,404.59,B
76,31,101.18,23.09,A
76,16,96.71,326.24,B
76,23,123.3,104.07,A
76,9,83.34,386.04,B
77,1,306.07,471.67,A
77,8,104.11,154.29,B
77,3,254.86,286.08,A
77,19,318.86,156.64,A
77,11,94.78,301.09,B
77,6,67.02,374.86,B
77,15,78.12,410.78,B
77,10,89.3,98.74,B
77,4,106.95,346.36,B
77,12,110.95,379.06,B
77,13,78.39,349.12,B
77,7,129.57,419.2,A
77,16,97.63,326.55,B
77,5,148.7,122.85,A
77,31,98.97,15.35,A
77,2,110.9,404.55,B
77,23,123.21,103.13,A
77,9,84.05,385.54,B
78,8,106.45,156.62,B
78,1,306.29,473.04,A
78,3,255.78,284.8,A
78,19,316.63,158.85,A
78,15,79.84,413.35,B
78,6,67.2,376.36,B
78,11,97.02,302.36,B
78,4,107.8,347.26,B
78,10,90.02,98.55,B
78,12,111.21,382.99,B
78,13,72.06,341.38,B
78,7,129.28,420.14,A
78,16,98.97,328.2,B
78,5,150.41,120.31,A
78,9,84.27,385.74,B
78,31,98.91,11.23,A
78,2,112.62,407.93,B
78,23,123.27,103.31,A
79,3,257.67,283.49,A
79,1,306.68,471.74,A
79,19,315.26,158.92,A
79,8,107.85,155.18,B
79,6,67.78,375.29,B
79,4,108.69,345.96,B
79,10,92.42,99.53,B
79,15,81.13,412.52,B
79,11,99.19,299.69,B
79,13,77.94,343.49,B
79,16,99.78,326.03,B
79,31,103.77,15.75,A
79,7,129.32,419.08,A
79,9,84.18,383.48,B
79,12,107.12,379.63,B
79,5,152.8,119.15,A
79,23,124.45,104.6,A
79,2,112.19,406.98,B
80,3,257.86,281.68,A
80,1,306.42,471.52,A
80,19,313.71,158.98,A
80,8,109.96,156.22,B
80,15,82.62,413.92,B
80,6,66.89,374.72,B
80,11,100.37,298.96,B
80,4,110.31,347.77,B
80,10,92.26,97.9,B
80,31,108.6,20.26,A
80,16,100.95,327.0,B
80,13,82.24,349.63,B
80,7,129.85,419.8,A
80,9,84.99,384.61,B
80,5,153.37,118.86,A
80,12,113.0,389.69,B
80,23,124.56,106.2,A
80,2,110.96,407.39,B
81,3,257.84,281.7,A
81,1,306.38,471.56,A
81,19,313.62,158.94,A
81,8,109.95,156.13,B
81,15,82.63,413.88,B
81,6,66.93,374.71,B
81,11,100.41,298.97,B
81,4,110.36,347.8,B
81,10,92.31,97.89,B
81,31,108.65,20.25,A
81,16,101.01,326.94,B
81,13,82.33,349.7,B
81,7,129.86,419.8,A
81,9,85.02,384.6,B
81,5,153.38,118.82,A
81,12,113.02,389.64,B
81,23,124.58,106.17,A
81,2,111.05,407.46,B
82,3,259.28,282.11,A
82,1,307.37,473.58,A
82,19,313.67,158.84,A
82,11,100.36,298.95,B
82,15,84.19,417.09,B
82,6,67.75,377.84,B
82,4,111.44,350.01,B
82,8,109.86,154.65,B
82,10,91.96,96.49,B
82,16,101.83,327.49,B
82,7,129.99,421.58,A
82,13,82.24,349.29,B
82,31,109.78,18.98,A
82,5,152.42,115.93,A
82,9,85.25,385.93,B
82,12,109.19,391.24,B
82,2,110.29,409.48,B
82,23,125.41,110.72,A
83,1,308.09,473.54,A
83,19,312.13,157.83,A
83,3,259.75,278.8,A
83,11,101.99,297.92,B
83,4,111.92,349.06,B
83,6,69.2,379.51,B
83,8,111.56,153.93,B
83,15,85.74,418.31,B
83,10,94.26,97.53,B
83,13,83.56,350.01,B
83,5,156.94,120.88,A
83,7,129.11,420.27,A
83,16,102.45,326.41,B
83,31,113.8,21.08,A
83,2,109.22,409.08,B
83,9,85.22,385.53,B
83,23,125.39,110.41,A
83,12,100.33,384.7,B
84,1,309.46,474.4,A
84,19,312.22,160.75,A
84,11,104.03,298.37,B
84,3,261.74,278.0,A
84,8,113.0,155.05,B
84,4,112.81,349.13,B
84,6,70.1,381.25,B
84,15,86.39,418.85,B
84,13,85.15,351.39,B
84,7,128.87,420.99,A
84,10,98.0,102.57,B
84,5,155.8,115.42,A
84,16,103.08,326.74,B
84,2,107.79,409.18,B
84,31,115.69,21.19,A
84,9,85.01,385.22,B
84,23,127.35,115.2,A
84,12,91.66,374.56,B
84,38,79.83,-7.21,A
85,1,309.6,474.99,A
85,11,106.0,298.94,B
85,3,263.93,278.73,A
85,19,310.89,161.19,A
85,8,116.03,158.76,B
85,6,71.73,383.97,B
85,7,130.69,423.7,A
85,4,113.71,348.78,B
85,15,86.84,419.01,B
85,10,100.66,105.62,B
85,13,86.36,351.79,B
85,2,108.69,409.95,B
85,16,104.02,326.91,B
85,5,158.8,118.5,A
85,31,118.68,20.77,A
85,9,87.56,387.25,B
85,23,129.41,119.97,A
85,38,80.79,-6.96,A
86,1,310.51,476.28,A
86,11,107.84,300.33,B
86,3,265.15,277.63,A
86,6,72.71,386.32,B
86,19,310.11,162.82,A
86,8,117.86,159.29,B
86,13,88.12,353.42,B
86,15,86.89,419.58,B
86,7,130.65,424.74,A
86,10,101.36,105.23,B
86,4,114.82,349.61,B
86,16,105.0,327.85,B
86,31,119.93,20.14,A
86,2,109.89,411.61,B
86,5,160.18,118.68,A
86,9,94.64,397.06,B
86,12,104.13,397.7,B
86,23,129.07,121.2,A
86,38,81.17,-8.32,A
87,1,310.57,476.3,A
87,11,107.95,300.31,B
87,3,265.39,277.72,A
87,6,72.86,386.54,B
87,19,310.37,162.73,A
87,8,118.03,159.13,B
87,13,88.4,353.73,B
87,15,87.14,419.89,B
87,10,101.7,105.41,B
87,4,114.86,349.66,B
87,7,130.8,425.07,A
87,16,105.3,328.14,B
87,31,120.33,20.24,A
87,5,161.78,121.25,A
87,2,109.91,411.58,B
87,9,94.35,396.59,B
87,23,129.39,121.38,A
87,38,81.17,-8.74,A
88,1,311.14,477.34,A
88,6,72.06,385.72,B
88,3,266.46,278.08,A
88,11,109.3,300.36,B
88,8,119.99,160.53,B
88,7,130.69,424.84,A
88,19,309.18,164.16,A
88,13,90.12,354.75,B
88,15,87.75,420.09,B
88,10,102.29,104.58,B
88,4,115.72,349.4,B
88,16,107.0,328.13,B
88,5,164.23,124.03,A
88,23,128.08,120.17,A
88,31,120.24,16.18,A
88,2,109.2,410.31,B
88,9,99.3,403.37,B
88,12,100.27,397.8,B
88,38,81.43,-7.78,A
89,1,311.67,477.21,A
89,7,130.44,425.86,A
89,13,91.66,355.33,B
89,6,72.14,386.4,B
89,11,110.25,299.56,B
89,19,308.67,164.11,A
89,8,121.32,160.73,B
89,23,127.43,119.09,A
89,15,87.92,419.86,B
89,4,115.58,347.8,B
89,16,107.51,326.87,B
89,5,165.18,123.08,A
89,31,121.62,12.82,A
89,10,104.2,104.95,B
89,9,99.06,405.61,B
89,3,267.49,277.45,A
89,2,109.77,411.45,B
89,38,82.48,-6.96,A
90,1,312.27,477.65,A
90,3,268.41,277.44,A
90,13,92.43,355.21,B
90,19,308.4,168.25,A
90,4,116.21,348.62,B
90,31,125.72,15.26,A
90,7,129.24,425.57,A
90,5,169.83,129.16,A
90,6,71.43,386.81,B
90,11,111.75,299.73,B
90,15,88.52,420.66,B
90,10,106.25,106.0,B
90,23,128.47,121.36,A
90,8,121.97,160.62,B
90,16,108.81,327.51,B
90,12,96.96,394.97,B
90,9,96.31,404.84,B
90,2,110.13,412.25,B
90,38,82.71,-7.73,A
91,1,313.16,478.74,A
91,3,269.99,276.4,A
91,13,93.45,356.26,B
91,4,117.81,350.59,B
91,19,308.46,168.86,A
91,5,172.06,129.64,A
91,7,127.71,426.17,A
91,10,104.59,101.47,B
91,11,113.17,300.35,B
91,31,126.91,14.33,A
91,6,71.49,387.24,B
91,16,110.0,328.16,B
91,23,129.1,123.93,A
91,15,90.26,422.66,B
91,8,122.07,159.89,B
91,12,94.36,393.3,B
91,9,95.5,406.4,B
91,38,82.29,-9.81,A
92,1,313.17,478.01,A
92,3,271.35,276.09,A
92,4,119.63,352.5,B
92,13,94.54,357.13,B
92,19,307.54,168.55,A
92,11,116.97,304.03,B
92,7,127.58,426.66,A
92,16,111.51,329.49,B
92,10,106.74,103.59,B
92,5,177.54,135.26,A
92,6,71.11,386.94,B
92,23,129.12,124.51,A
92,31,130.79,16.12,A
92,15,91.99,423.95,B
92,9,94.3,404.69,B
92,8,122.53,159.6,B
92,12,97.5,397.99,B
92,2,113.21,415.21,B
92,38,83.1,-9.78,A
93,1,313.67,477.89,A
93,3,271.47,275.82,A
93,4,119.54,352.27,B
93,13,94.41,356.92,B
93,19,307.59,168.61,A
93,11,116.92,303.85,B
93,7,127.44,426.47,A
93,16,111.42,329.24,B
93,10,106.95,104.3,B
93,5,177.64,135.67,A
93,6,70.94,386.78,B
93,23,129.27,125.02,A
93,31,131.09,17.61,A
93,15,91.77,423.78,B
93,9,94.16,404.54,B
93,12,97.29,397.71,B
93,8,122.97,160.52,B
93,2,113.1,415.08,B
93,38,83.51,-8.1,A
94,1,315.05,477.99,A
94,3,274.38,275.93,A
94,4,120.59,352.38,B
94,13,94.87,357.07,B
94,11,118.79,305.08,B
94,19,307.65,168.43,A
94,5,177.73,132.63,A
94,10,108.85,104.99,B
94,7,125.61,427.35,A
94,16,112.04,329.9,B
94,23,131.21,129.79,A
94,8,124.42,161.98,B
94,31,134.28,17.18,A
94,6,70.71,386.96,B
94,15,93.26,425.95,B
94,9,92.87,405.54,B
94,12,99.27,396.09,B
94,2,113.89,415.78,B
94,38,83.77,-8.83,A
95,1,315.73,477.59,A
95,3,275.7,274.87,A
95,4,122.44,353.68,B
95,19,306.44,167.98,A
95,13,95.6,357.3,B
95,11,121.32,306.54,B
95,5,178.31,132.86,A
95,7,126.75,428.47,A
95,10,108.62,102.23,B
95,31,136.32,14.55,A
95,23,132.19,132.94,A
95,16,112.93,330.08,B
95,6,72.55,388.97,B
95,15,94.87,427.67,B
95,8,125.55,162.35,B
95,12,92.14,384.8,B
95,9,94.15,403.18,B
95,2,115.48,417.09,B
95,38,84.63,-9.45,A
96,1,316.22,476.97,A
96,4,126.39,357.38,B
96,3,277.46,276.17,A
96,19,305.24,168.3,A
96,13,96.25,357.45,B
96,11,122.17,306.91,B
96,5,179.74,133.9,A
96,8,126.79,165.01,B
96,7,127.36,428.86,A
96,10,106.11,96.31,B
96,15,96.94,429.7,B
96,31,136.87,15.44,A
96,23,132.45,134.18,A
96,6,73.08,389.37,B
96,16,113.05,330.4,B
96,12,94.6,387.2,B
96,9,93.2,401.82,B
96,38,85.3,-9.2,A
97,1,317.64,476.97,A
97,4,127.92,358.52,B
97,3,279.38,276.33,A
97,19,305.99,167.92,A
97,16,114.31,330.54,B
97,13,97.07,357.01,B
97,11,122.91,305.56,B
97,5,184.02,138.71,A
97,7,127.06,429.81,A
97,8,127.5,165.34,B
97,10,102.84,85.97,B
97,31,138.84,15.26,A
97,15,97.66,430.76,B
97,6,72.5,387.84,B
97,12,91.17,379.88,B
97,23,132.83,134.32,A
97,2,119.56,422.1,B
97,9,90.97,400.63,B
97,38,86.95,-9.58,A
98,1,318.88,478.35,A
98,4,127.87,358.56,B
98,19,306.23,170.57,A
98,3,280.87,277.49,A
98,7,127.09,431.28,A
98,11,124.45,306.32,B
98,5,185.71,140.23,A
98,16,114.58,329.85,B
98,13,97.92,357.53,B
98,8,129.76,169.92,B
98,15,98.9,432.25,B
98,10,105.39,88.76,B
98,31,139.38,12.26,A
98,12,93.45,381.63,B
98,6,71.95,387.31,B
98,23,133.69,136.76,A
98,39,88.24,410.1,A
98,9,90.85,402.16,B
98,38,87.54,-9.81,A
99,1,318.7,478.31,A
99,36,306.3,170.01,A
99,4,127.94,358.82,B
99,3,280.86,277.35,A
99,7,127.09,431.37,A
99,11,124.47,306.5,B
99,5,185.74,140.06,A
99,16,114.6,330.03,B
99,13,97.98,357.7,B
99,8,129.75,169.93,B
99,15,99.01,432.44,B
99,10,105.2,88.34,B
99,12,93.7,382.05,B
99,31,139.33,11.74,A
99,6,72.0,387.43,B
99,23,133.53,136.36,A
99,39,88.38,410.29,A
99,9,90.98,402.4,B
99,38,87.48,-10.27,A
100,1,319.97,478.78,A
100,4,127.98,358.6,B
100,3,283.03,278.52,A
100,36,306.42,169.2,A
100,11,124.67,304.85,B
100,8,129.05,167.41,B
100,16,115.0,329.33,B
100,5,188.8,141.6,A
100,7,125.81,430.15,A
100,13,97.63,356.48,B
100,15,100.12,434.2,B
100,23,133.02,138.01,A
100,12,95.41,383.21,B
100,31,142.21,12.35,A
100,10,118.65,108.66,B
100,9,90.71,402.26,B
100,2,118.79,422.27,B
100,6,80.98,398.4,B
100,39,89.01,417.82,A
100,38,88.97,-9.07,A
101,1,320.96,479.78,A
101,4,128.02,358.44,B
101,3,284.6,279.15,A
101,11,125.9,304.55,B
101,16,116.79,330.15,B
101,8,130.34,168.89,B
101,36,306.69,169.1,A
101,13,98.71,357.14,B
101,15,102.46,435.72,B
101,5,188.77,138.29,A
101,7,126.49,431.96,A
101,23,134.33,140.78,A
101,12,99.15,387.58,B
101,31,144.49,13.26,A
101,9,90.81,404.22,B
101,10,115.94,98.73,B
101,2,121.73,425.71,B
101,6,86.02,404.84,B
101,38,89.27,-8.9,A
102,1,320.67,479.21,A
102,4,128.1,358.03,B
102,3,285.71,280.44,A
102,11,127.15,304.69,B
102,16,117.65,329.8,B
102,8,130.96,170.16,B
102,36,306.02,169.72,A
102,13,99.55,357.05,B
102,7,126.3,432.52,A
102,23,136.19,144.97,A
102,5,188.0,133.79,A
102,12,101.32,389.0,B
102,15,102.11,435.85,B
102,9,89.45,404.63,B
102,31,146.06,12.75,A
102,10,111.82,88.34,B
102,2,118.38,421.43,B
102,6,86.66,405.24,B
102,38,88.85,-10.4,A
103,1,321.73,479.44,A
103,16,119.48,331.3,B
103,4,128.61,358.45,B
103,11,129.32,305.78,B
103,3,288.57,282.69,A
103,8,131.73,172.01,B
103,24,306.92,170.51,A
103,13,101.11,357.91,B
103,12,103.43,390.05,B
103,7,126.64,433.11,A
103,5,191.66,137.59,A
103,23,135.48,143.94,A
103,39,101.46,435.41,A
103,6,90.9,406.8,B
103,10,121.74,103.62,B
103,31,149.87,15.08,A
103,2,118.08,421.52,B
103,38,90.4,-9.73,A
104,1,323.12,479.9,A
104,4,128.13,357.49,B
104,3,290.56,282.4,A
104,11,130.73,307.07,B
104,7,126.72,433.18,A
104,24,307.5,170.75,A
104,8,130.37,170.98,B
104,13,102.59,358.42,B
104,12,104.34,388.61,B
104,16,120.37,332.01,B
104,5,194.79,141.2,A
104,10,127.29,112.37,B
104,23,136.43,146.71,A
104,6,86.72,402.82,B
104,39,101.36,434.58,A
104,9,117.86,420.34,B
104,31,153.76,16.72,A
104,38,91.57,-8.91,A
105,1,323.24,479.89,A
105,4,128.14,357.47,B
105,3,290.71,282.4,A
105,11,130.79,307.14,B
105,7,126.8,433.25,A
105,24,307.66,170.77,A
105,8,130.17,170.51,B
105,13,102.63,358.45,B
105,12,104.35,388.59,B
105,16,120.4,332.0,B
105,5,194.97,141.35,A
105,10,127.33,112.3,B
105,23,136.47,146.66,A
105,6,86.74,402.85,B
105,39,101.36,434.56,A
105,9,117.92,420.36,B
105,31,153.93,16.9,A
105,38,91.6,-8.96,A
106,1,324.47,479.88,A
106,4,128.32,357.85,B
106,3,292.86,282.45,A
106,11,130.61,306.45,B
106,7,127.0,433.94,A
106,24,308.18,170.63,A
106,13,104.38,359.9,B
106,12,105.53,389.39,B
106,8,132.04,174.04,B
106,5,197.75,144.89,A
106,16,120.72,332.68,B
106,10,128.38,112.79,B
106,23,137.67,148.57,A
106,6,89.09,408.03,B
106,39,100.83,434.6,A
106,31,154.53,12.37,A
106,2,118.0,420.7,B
106,38,91.88,-10.53,A
107,1,323.58,479.29,A
107,4,127.95,357.2,B
107,3,292.85,283.55,A
107,7,126.86,433.87,A
107,11,132.81,308.5,B
107,24,306.5,172.33,A
107,5,200.16,149.8,A
107,12,106.95,389.94,B
107,13,106.42,361.61,B
107,8,132.79,176.17,B
107,10,130.43,114.58,B
107,16,121.34,332.53,B
107,23,137.54,150.18,A
107,6,85.23,400.5,B
107,39,101.14,435.37,A
107,31,154.97,10.84,A
107,2,119.38,423.48,B
107,38,92.82,-10.33,A
108,1,325.43,480.25,A
108,4,127.94,356.94,B
108,3,294.26,283.24,A
108,11,134.98,309.86,B
108,24,307.11,172.19,A
108,7,126.05,435.25,A
108,12,106.98,389.31,B
108,13,107.7,362.92,B
108,5,202.89,148.19,A
108,10,132.59,114.83,B
108,8,136.28,182.08,B
108,16,121.52,332.27,B
108,23,137.58,149.83,A
108,31,156.88,8.96,A
108,6,83.86,398.63,B
108,39,101.72,436.34,A
108,2,121.23,427.16,B
108,15,93.82,425.88,B
108,38,93.5,-11.54,A
109,1,326.37,479.74,A
109,11,136.37,310.22,B
109,4,127.98,357.23,B
109,3,294.34,282.04,A
109,16,121.81,332.03,B
109,24,306.97,172.3,A
109,7,124.92,434.3,A
109,8,136.23,180.97,B
109,13,108.04,362.99,B
109,12,107.1,389.31,B
109,5,203.82,145.12,A
109,10,135.09,115.34,B
109,23,138.1,150.59,A
109,39,102.41,437.87,A
109,6,85.48,400.04,B
109,31,161.87,13.45,A
109,2,121.32,428.44,B
109,15,93.16,425.78,B
109,38,96.21,-9.17,A
110,1,327.59,479.3,A
110,4,128.41,358.07,B
110,11,137.87,311.41,B
110,24,306.52,172.29,A
110,3,295.23,282.58,A
110,5,204.83,144.27,A
110,10,136.88,115.06,B
110,12,107.54,389.05,B
110,2,123.03,428.65,B
110,16,122.56,332.78,B
110,8,136.16,181.19,B
110,13,108.21,362.87,B
110,23,135.85,147.48,A
110,9,88.5,402.94,B
110,39,104.53,440.87,A
110,15,94.28,424.25,B
110,31,163.78,13.64,A
110,6,82.89,406.87,B
110,7,122.54,433.92,A
110,38,96.59,-9.76,A
111,1,327.12,478.49,A
111,11,137.71,311.05,B
111,4,128.4,357.82,B
111,24,305.76,171.75,A
111,3,294.63,281.84,A
111,5,204.54,144.04,A
111,2,123.01,428.67,B
111,12,107.48,388.96,B
111,10,136.85,115.13,B
111,16,122.33,332.31,B
111,8,136.01,180.91,B
111,13,108.13,362.72,B
111,23,135.66,147.18,A
111,9,88.48,403.0,B
111,39,104.47,440.88,A
111,15,94.08,424.07,B
111,31,163.49,13.64,A
111,6,82.93,406.9,B
111,7,122.45,433.86,A
111,38,96.47,-9.74,A
112,1,330.07,479.39,A
112,4,128.94,359.23,B
112,11,138.49,311.45,B
112,3,297.27,283.55,A
112,8,137.2,183.03,B
112,24,306.05,170.67,A
112,5,205.76,143.81,A
112,16,123.18,332.71,B
112,12,107.96,388.55,B
112,2,123.57,429.59,B
112,10,137.91,111.84,B
112,23,139.27,154.18,A
112,13,108.61,363.12,B
112,39,104.53,441.24,A
112,31,165.25,12.53,A
112,9,85.75,400.56,B
112,15,96.98,428.07,B
112,6,83.19,408.81,B
112,7,121.7,435.44,A
112,38,96.78,-9.88,A
113,1,332.25,478.71,A
113,3,299.2,283.89,A
113,11,138.85,312.02,B
113,16,124.66,335.13,B
113,4,129.48,361.31,B
113,10,138.42,110.37,B
113,5,208.39,145.86,A
113,8,136.19,182.15,B
113,24,305.74,167.91,A
113,23,140.02,156.68,A
113,12,109.04,389.43,B
113,2,124.02,430.69,B
113,39,105.26,443.32,A
113,13,108.46,363.9,B
113,31,167.08,10.01,A
113,6,78.35,404.26,B
113,9,85.47,399.8,B
113,7,121.69,436.76,A
